Country,Code,Year,HeadCount
Colombia,COL,1988,23.90416908
Colombia,COL,1989,23.80925941
Colombia,COL,1991,23.72801971
Colombia,COL,1992,23.69978905
Colombia,COL,1993,24.36590958
Colombia,COL,1994,21.68803978
Colombia,COL,1995,20.74508095
Colombia,COL,1996,20.0418396
Colombia,COL,1998,17.0072403
Colombia,COL,1999,17.67107964
Colombia,COL,2000,20.0626297
Colombia,COL,2001,20.39632988
Colombia,COL,2002,21.09268951
Colombia,COL,2004,21.12252998
Colombia,COL,2005,22.20104027
Colombia,COL,2006,22.19352913
Colombia,COL,2007,21.95722961
Colombia,COL,2008,26.95342064
Colombia,COL,2009,27.90778923
Colombia,COL,2010,26.57538986
Colombia,COL,2011,25.63352013
Comoros,COM,1999,26.23999977
Comoros,COM,2000,25.92683029
Congo,COG,1971,35.5
Congo,COG,1973,41.42105103
Congo,COG,1978,12.01865959
Congo,COG,1979,8.122159958
Congo,COG,1980,10.20578957
Congo,COG,1981,10.47305012
Congo,COG,1982,8.906169891
Congo,COG,1983,9.475099564
Congo,COG,1984,11.54343033
Congo,COG,1985,9.887660027
Congo,COG,1986,10.41899014
Congo,COG,1987,10.23009968
Congo,COG,1988,9.907139778
Congo,COG,1989,8.830369949
Congo,COG,1990,9.966039658
Congo,COG,1991,9.007749557
Congo,COG,1992,10.43663979
Congo,COG,1993,7.801340103
Congo,COG,1994,8.742569923
Congo,COG,1995,5.492839813
Congo,COG,1996,4.038040161
Congo,COG,1997,7.814350128
Congo,COG,1998,3.229589939
Congo,COG,1999,9.955450058
Congo,COG,2000,10.10673046
Congo,COG,2001,14.23338032
Congo,COG,2002,15.21965981
Congo,COG,2004,19.32768059
Congo,COG,2005,21.79438972
Congo,COG,2006,18.62466049
Congo,COG,2007,20.48509979
Congo,COG,2008,22.89388084
Congo,COG,2009,22.5551796
Congo,COG,2010,23.27194977
Congo,COG,2012,25.66397095
Costa Rica,CRI,1970,29.23047066
Costa Rica,CRI,1971,29.22683907
Costa Rica,CRI,1972,30.08736038
Costa Rica,CRI,1973,29.49315071
Costa Rica,CRI,1974,29.44802094
Costa Rica,CRI,1975,31.2159996
Costa Rica,CRI,1976,32.04610062
Costa Rica,CRI,1977,31.72407913
Costa Rica,CRI,1979,32.58065033
Costa Rica,CRI,1980,32.47697067
Costa Rica,CRI,1981,32.43436813
Costa Rica,CRI,1982,36.68085098
Costa Rica,CRI,1983,30.61006927
Costa Rica,CRI,1984,27.41087914
Costa Rica,CRI,1985,27.92320061
Costa Rica,CRI,1986,32.69002914
Costa Rica,CRI,1987,24.87228966
Costa Rica,CRI,1988,24.22307014
Costa Rica,CRI,1989,29.50709915
Costa Rica,CRI,1990,23.4479599
Costa Rica,CRI,1991,23.98156929
Costa Rica,CRI,1992,25.18852043
Costa Rica,CRI,1993,23.54377937
Costa Rica,CRI,1994,22.6385994
Costa Rica,CRI,1995,22.58939934
Costa Rica,CRI,1996,20.97789001
Costa Rica,CRI,1997,21.2377491
Costa Rica,CRI,1998,20.21772003
Costa Rica,CRI,1999,20.57751083
Costa Rica,CRI,2000,18.65126991
Costa Rica,CRI,2001,18.50601959
Costa Rica,CRI,2002,17.53494072
Costa Rica,CRI,2004,16.36115074
Costa Rica,CRI,2005,16.16496086
Costa Rica,CRI,2006,15.27497005
Costa Rica,CRI,2008,14.54533958
Costa Rica,CRI,2009,13.78090954
Costa Rica,CRI,2010,14.41549969
Costa Rica,CRI,2011,14.17028046
Costa Rica,CRI,2013,12.81120968
Costa Rica,CRI,2014,13.10042
Cote d'Ivoire,CIV,1976,43.11111069
Cote d'Ivoire,CIV,1977,43.23147964
Cote d'Ivoire,CIV,1978,41.80992126
Cote d'Ivoire,CIV,1979,41.96923065
Cote d'Ivoire,CIV,1980,36.19643021
Cote d'Ivoire,CIV,1981,35.14524841
Cote d'Ivoire,CIV,1983,30.90129089
Cote d'Ivoire,CIV,1984,32.57825851
Cote d'Ivoire,CIV,1995,21.50839043
Cote d'Ivoire,CIV,1998,18.50954056
Cote d'Ivoire,CIV,1999,22.50189972
Cote d'Ivoire,CIV,2000,21.99718094
Cote d'Ivoire,CIV,2001,20.22957039
Cote d'Ivoire,CIV,2002,21.18264008
Cote d'Ivoire,CIV,2003,22.32538033
Cote d'Ivoire,CIV,2006,16.4944706
Cote d'Ivoire,CIV,2007,17.04335976
Cote d'Ivoire,CIV,2008,15.46103954
Cote d'Ivoire,CIV,2009,17.34811974
Cote d'Ivoire,CIV,2011,18.96279907
Cote d'Ivoire,CIV,2012,18.4968605
Cote d'Ivoire,CIV,2013,20.7110405
Cote d'Ivoire,CIV,2014,21.84951973
Croatia,HRV,1980,17.93412971
Croatia,HRV,1981,16.74747086
Croatia,HRV,1982,16.67186928
Croatia,HRV,1983,16.60881042
Croatia,HRV,1984,15.85550022
Croatia,HRV,1985,16.13265038
Croatia,HRV,1986,15.78476048
Croatia,HRV,1987,15.66359997
Croatia,HRV,1988,15.45324039
Croatia,HRV,1989,15.51226997
Croatia,HRV,1990,13.31748962
Croatia,HRV,1991,12.52820969
Croatia,HRV,1995,15.01710987
Croatia,HRV,1996,14.53262997
Croatia,HRV,1997,14.01797009
Croatia,HRV,1998,13.62150955
Croatia,HRV,1999,12.78314018
Croatia,HRV,2000,13.26521969
Croatia,HRV,2001,13.18214989
Croatia,HRV,2002,12.5443697
Croatia,HRV,2003,12.24542046
Croatia,HRV,2005,14.64832973
Croatia,HRV,2006,14.11456013
Croatia,HRV,2007,14.16619968
Croatia,HRV,2008,13.67053032
Croatia,HRV,2009,13.42271042
Croatia,HRV,2010,12.96228027
Croatia,HRV,2011,13.03217983
Croatia,HRV,2012,12.65308952
Croatia,HRV,2014,13.11067009
Cuba,CUB,1971,33.25687027
Cuba,CUB,1972,32.16386032
Cuba,CUB,1973,29.76487923
Cuba,CUB,1974,29.51207924
Cuba,CUB,1975,28.97460938
Cuba,CUB,1976,29.04199028
Cuba,CUB,1977,31.68461037
Cuba,CUB,1978,30.02261925
Cuba,CUB,1979,26.21972084
Cuba,CUB,1980,25.56002998
Cuba,CUB,1981,24.51773071
Cuba,CUB,1982,23.49505043
Cuba,CUB,1983,22.45569038
Cuba,CUB,1984,21.98040009
Cuba,CUB,1985,22.1174202
Cuba,CUB,1986,23.49105072
Cuba,CUB,1987,21.65800095
Cuba,CUB,1988,22.71697998
Cuba,CUB,1989,22.6485405
Cuba,CUB,1990,22.35248947
Cuba,CUB,1991,23.83052063
Cuba,CUB,1992,21.65712929
Cuba,CUB,1993,23.20594025
Cuba,CUB,1994,23.83931923
Cuba,CUB,1995,24.61347961
Cuba,CUB,1996,23.89855003
Cuba,CUB,1997,22.16930008
Cuba,CUB,1999,18.83247948
Cuba,CUB,2000,19.25470924
Cuba,CUB,2001,18.3828392
Cuba,CUB,2002,18.44314003
Cuba,CUB,2003,17.92469978
Cuba,CUB,2004,17.76243973
Cuba,CUB,2005,17.04858017
Cuba,CUB,2006,17.06089973
Cuba,CUB,2007,16.44717979
Cuba,CUB,2008,15.98429012
Cuba,CUB,2009,14.04662037
Cuba,CUB,2010,13.59899044
Cuba,CUB,2011,13.08885002
Cuba,CUB,2012,12.67444038
Cyprus,CYP,1971,18.32626915
Cyprus,CYP,1972,19.31944084
Cyprus,CYP,1973,19.64912033
Cyprus,CYP,1974,18.86268997
Cyprus,CYP,1975,18.61849976
Cyprus,CYP,1976,19.0495491
Cyprus,CYP,1977,20.82625008
Cyprus,CYP,1978,19.80952072
Cyprus,CYP,1979,24.20640945
Cyprus,CYP,1980,25.57592964
Cyprus,CYP,1981,24.87321091
Cyprus,CYP,1982,25.58979988
Cyprus,CYP,1983,25.9168396
Cyprus,CYP,1984,25.52102089
Cyprus,CYP,1985,26.2302494
Cyprus,CYP,1986,24.86685944
Cyprus,CYP,1987,24.06546021
Cyprus,CYP,1988,23.65904045
Cyprus,CYP,1989,24.20047951
Cyprus,CYP,1990,24
Cyprus,CYP,1991,23.00387955
Cyprus,CYP,1992,22.31592941
Cyprus,CYP,1993,20.1103096
Cyprus,CYP,1994,19.88652039
Cyprus,CYP,1995,19.73929977
Cyprus,CYP,1996,19.84428978
Cyprus,CYP,1997,17.89126015
Cyprus,CYP,1999,19.1253891
Cyprus,CYP,2000,20.95277977
Cyprus,CYP,2001,20.52865028
Cyprus,CYP,2002,20.32455063
Cyprus,CYP,2003,18.14093971
Cyprus,CYP,2004,18.46751976
Cyprus,CYP,2005,18.27352905
Cyprus,CYP,2006,17.89743996
Cyprus,CYP,2007,17.42231941
Cyprus,CYP,2008,17.27556992
Cyprus,CYP,2009,16.66584969
Cyprus,CYP,2010,16.71825027
Cyprus,CYP,2011,17.16905975
Cyprus,CYP,2012,16.53363037
Cyprus,CYP,2013,16.16962051
Cyprus,CYP,2014,15.62938023
Czech Republic,CZE,1971,13.07213974
Czech Republic,CZE,1972,13.05255985
Czech Republic,CZE,1973,13.07505989
Czech Republic,CZE,1974,13.21098042
Czech Republic,CZE,1975,13.37773991
Czech Republic,CZE,1976,13.51832008
Czech Republic,CZE,1977,14.24594021
Czech Republic,CZE,1978,14.78404999
Czech Republic,CZE,1979,14.98416996
Czech Republic,CZE,1980,14.99438953
Czech Republic,CZE,1981,14.90083981
Czech Republic,CZE,1982,15.03061008
Czech Republic,CZE,1983,14.37806988
Czech Republic,CZE,1984,14.29848003
Czech Republic,CZE,1985,14.47869968
Czech Republic,CZE,1986,14.58454037
Czech Republic,CZE,1987,14.1132803
Czech Republic,CZE,1988,13.40767002
Czech Republic,CZE,1989,12.71325016
Czech Republic,CZE,1990,12.43045044
Czech Republic,CZE,1991,10.96595955
Czech Republic,CZE,1992,10.81604958
Czech Republic,CZE,1993,10.60507965
Czech Republic,CZE,1994,12.02565002
Czech Republic,CZE,1995,11.24444008
Czech Republic,CZE,1996,11.66629982
Czech Republic,CZE,1999,18.31053925
Czech Republic,CZE,2000,18.44055939
Czech Republic,CZE,2001,12.55928993
Czech Republic,CZE,2002,12.62374973
Czech Republic,CZE,2003,12.80428028
Czech Republic,CZE,2004,12.84617043
Czech Republic,CZE,2005,12.99464035
Czech Republic,CZE,2006,11.75296974
Czech Republic,CZE,2007,13.59025955
Czech Republic,CZE,2008,13.68902016
Czech Republic,CZE,2009,13.83119011
Czech Republic,CZE,2010,13.90248966
Czech Republic,CZE,2011,13.91294956
Czech Republic,CZE,2012,13.93601036
Czech Republic,CZE,2013,13.89130974
Democratic Republic of Congo,COD,1973,42.21244812
Democratic Republic of Congo,COD,1993,43.27473831
Democratic Republic of Congo,COD,2001,24.80491066
Democratic Republic of Congo,COD,2002,23.01843071
Democratic Republic of Congo,COD,2007,25.5486393
Democratic Republic of Congo,COD,2008,27.80706978
Democratic Republic of Congo,COD,2009,24.59078979
Democratic Republic of Congo,COD,2010,25.49121094
Democratic Republic of Congo,COD,2011,25.03079033
Democratic Republic of Congo,COD,2012,25.6827507
Democratic Republic of Congo,COD,2013,25.71434021
Democratic Republic of Congo,COD,2014,24.57416916
Denmark,DNK,1972,29.11244965
Denmark,DNK,1973,29.35881042
Denmark,DNK,1974,27.49733925
Denmark,DNK,1975,25.5622406
Denmark,DNK,1977,26.14240074
Denmark,DNK,1978,26.88693047
Denmark,DNK,1985,16.9870491
Denmark,DNK,1986,15.79481983
Denmark,DNK,1987,15.2740097
Denmark,DNK,1988,15.65904045
Denmark,DNK,1989,14.24635983
Denmark,DNK,1990,14.01134014
Denmark,DNK,1992,13.87415028
Denmark,DNK,1993,9.78771019
Denmark,DNK,1994,10.45771027
Denmark,DNK,1995,10.49849033
Denmark,DNK,1999,5.541460037
Denmark,DNK,2000,5.420269966
Denmark,DNK,2001,5.526319981
Djibouti,DJI,1979,34.125
Djibouti,DJI,1999,28.5
Djibouti,DJI,2001,23.66666985
Djibouti,DJI,2002,28.72727013
Djibouti,DJI,2004,20.51281929
Djibouti,DJI,2006,19.86486053
Djibouti,DJI,2007,19.60345078
Djibouti,DJI,2008,16.67948914
Djibouti,DJI,2009,16.37332916
Dominica,DMA,1974,36.7541008
Dominica,DMA,1975,35.56716156
Dominica,DMA,1976,38.33332825
Dominica,DMA,1977,36.92308044
Dominica,DMA,1979,35.07691956
Dominica,DMA,1986,29.06977081
Dominica,DMA,1987,27.97673988
Dominica,DMA,1988,26.2424202
Dominica,DMA,1990,24.62920952
Dominica,DMA,1991,22.45999908
Dominica,DMA,1992,18.51852036
Dominica,DMA,1993,22.90076065
Dominica,DMA,1999,18.31428909
Dominica,DMA,2000,14.99275017
Dominica,DMA,2001,17.69231033
Dominica,DMA,2002,15.88148022
Dominica,DMA,2003,11.91110992
Dominica,DMA,2004,13.42222023
Dominica,DMA,2005,14.04574966
Dominica,DMA,2006,13.90345001
Dominica,DMA,2007,13.83823967
Dominica,DMA,2008,14.85925961
Dominica,DMA,2009,13.50714016
Dominica,DMA,2010,13.80292034
Dominica,DMA,2011,10.79290009
Dominica,DMA,2012,10.83749962
Dominica,DMA,2013,12.53691006
Dominica,DMA,2014,12.89062977
Dominican Republic,DOM,1997,20.31425095
Dominican Republic,DOM,1998,22.23089027
Dominican Republic,DOM,1999,23.81978035
Dominican Republic,DOM,2000,21.9541893
Dominican Republic,DOM,2002,26.84576988
Dominican Republic,DOM,2003,23.7600708
Dominican Republic,DOM,2004,20.67226028
Dominican Republic,DOM,2005,22.1546402
Dominican Republic,DOM,2006,25.8320694
Dominican Republic,DOM,2007,21.6274395
Dominican Republic,DOM,2008,24.20134926
Dominican Republic,DOM,2009,23.63875008
Dominican Republic,DOM,2010,23.55565071
Dominican Republic,DOM,2011,23.58146095
Dominican Republic,DOM,2012,25.13758087
Dominican Republic,DOM,2013,23.39422035
Dominican Republic,DOM,2014,21.41288948
Ecuador,ECU,1971,32.98561096
Ecuador,ECU,1972,34.86698151
Ecuador,ECU,1973,31.64949989
Ecuador,ECU,1974,34.31851959
Ecuador,ECU,1975,32.99377823
Ecuador,ECU,1976,30.67351913
Ecuador,ECU,1977,32.08200073
Ecuador,ECU,1978,32.2181282
Ecuador,ECU,1979,30.68590927
Ecuador,ECU,1980,26.98420906
Ecuador,ECU,1981,27.35144997
Ecuador,ECU,1982,28.4316597
Ecuador,ECU,1983,28.29644012
Ecuador,ECU,1984,28.8365097
Ecuador,ECU,1985,24.09774017
Ecuador,ECU,1986,24.35387039
Ecuador,ECU,1987,24.20307922
Ecuador,ECU,1988,22.78133011
Ecuador,ECU,1989,21.89307976
Ecuador,ECU,1990,20.86277962
Ecuador,ECU,1991,18.25488091
Ecuador,ECU,1992,21.22331047
Ecuador,ECU,1993,22.11671066
Ecuador,ECU,1994,17.82751083
Ecuador,ECU,1995,16.51201057
Ecuador,ECU,1996,15.69040012
Ecuador,ECU,1997,15.70862007
Ecuador,ECU,1998,15.24417019
Ecuador,ECU,1999,17.84347916
Ecuador,ECU,2000,14.56081009
Ecuador,ECU,2001,14.51021004
Ecuador,ECU,2002,18.02272987
Ecuador,ECU,2003,17.25032043
Ecuador,ECU,2004,16.65012932
Ecuador,ECU,2005,17.02742958
Ecuador,ECU,2006,17.1952095
Ecuador,ECU,2007,16.84106064
Ecuador,ECU,2010,11.91263008
Ecuador,ECU,2011,11.8186903
Ecuador,ECU,2012,12.04841042
Ecuador,ECU,2013,17.73040009
Egypt,EGY,1971,38.85758972
Egypt,EGY,1972,34.09296036
Egypt,EGY,1973,36.98136902
Egypt,EGY,1974,39.16648102
Egypt,EGY,1979,43.96873093
Egypt,EGY,1980,37.94021988
Egypt,EGY,1982,44.32812881
Egypt,EGY,1987,39.7832489
Egypt,EGY,1988,37.46520996
Egypt,EGY,1989,28.05619049
Egypt,EGY,1990,34.89202881
Egypt,EGY,1991,24.79626083
Egypt,EGY,1992,23.76929092
Egypt,EGY,1993,25.66778946
Egypt,EGY,1994,25.39208031
Egypt,EGY,1995,27.97472
Egypt,EGY,1996,24.42060089
Egypt,EGY,1997,24.06598091
Egypt,EGY,1999,23.99912071
Egypt,EGY,2001,22.13978004
Egypt,EGY,2002,23.3505497
Egypt,EGY,2003,23.58624077
Egypt,EGY,2004,24.1926403
Egypt,EGY,2005,23.66243935
Egypt,EGY,2006,25.51382065
Egypt,EGY,2007,24.80813026
Egypt,EGY,2008,31.37429047
Egypt,EGY,2010,30.34771919
Egypt,EGY,2013,24.27669907
Egypt,EGY,2014,27.89135933
El Salvador,SLV,1970,32.85074997
El Salvador,SLV,1971,37.91011047
El Salvador,SLV,1972,35.95856094
El Salvador,SLV,1973,46.38497162
El Salvador,SLV,1980,46.99227905
El Salvador,SLV,1981,42.49668121
El Salvador,SLV,1982,58.02600861
El Salvador,SLV,1983,55.27727127
El Salvador,SLV,1984,53.51660919
El Salvador,SLV,1987,34.41730118
El Salvador,SLV,1988,40.83549881
El Salvador,SLV,1995,26.14038086
El Salvador,SLV,1996,25.08720016
El Salvador,SLV,2003,32.59806824
El Salvador,SLV,2004,33.8310585
El Salvador,SLV,2005,33.2714119
El Salvador,SLV,2006,32.795681
El Salvador,SLV,2007,31.33209991
El Salvador,SLV,2008,24.32591057
El Salvador,SLV,2009,22.90765953
El Salvador,SLV,2011,24.05311966
El Salvador,SLV,2013,34.11891937
Equatorial Guinea,GNQ,1999,43.01034164
Equatorial Guinea,GNQ,2000,35.96976089
Equatorial Guinea,GNQ,2001,27.37568092
Equatorial Guinea,GNQ,2004,26.79545021
Equatorial Guinea,GNQ,2008,23.89789009
Equatorial Guinea,GNQ,2012,17.47570038
Eritrea,ERI,1992,32.14427948
Eritrea,ERI,1993,30.97356987
Eritrea,ERI,1994,31.7541008
Eritrea,ERI,1995,31.375
Eritrea,ERI,1996,34.80850983
Eritrea,ERI,1997,35.95652008
Eritrea,ERI,1999,36.07788086
Eritrea,ERI,2000,36.68209839
Eritrea,ERI,2001,38.14723969
Eritrea,ERI,2003,36.48292923
Eritrea,ERI,2004,37.68292999
Eritrea,ERI,2005,36.97515106
Eritrea,ERI,2006,34.53300858
Eritrea,ERI,2007,35.08757019
Eritrea,ERI,2008,33.74105072
Eritrea,ERI,2009,33.63026047
Eritrea,ERI,2010,35.43832016
Eritrea,ERI,2011,37.94567871
Eritrea,ERI,2012,35.47298813
Eritrea,ERI,2013,33.83406067
Estonia,EST,1989,6.660860062
Estonia,EST,1990,6.629610062
Estonia,EST,1991,6.566730022
Estonia,EST,1992,6.366749763
Estonia,EST,1993,6.583350182
Estonia,EST,1994,7.008699894
Estonia,EST,1995,6.816510201
Estonia,EST,1996,6.756239891
Estonia,EST,1997,6.42813015
Estonia,EST,1998,6.925310135
Estonia,EST,1999,7.941500187
Estonia,EST,2000,7.840270042
Estonia,EST,2001,7.987380028
Estonia,EST,2003,7.582190037
Estonia,EST,2004,7.534999847
Estonia,EST,2005,7.465640068
Estonia,EST,2006,7.521359921
Estonia,EST,2008,7.261469841
Estonia,EST,2009,5.920780182
Estonia,EST,2010,5.6667099
Estonia,EST,2011,6.367119789
Estonia,EST,2012,6.819399834
Ethiopia,ETH,1974,39.84210968
Ethiopia,ETH,1983,46.88800049
Ethiopia,ETH,1985,44.83123016
Ethiopia,ETH,1986,45.51958084
Ethiopia,ETH,1987,45.68865967
Ethiopia,ETH,1988,45.78947067
Ethiopia,ETH,1989,46.26853943
Ethiopia,ETH,1990,45.67726898
Ethiopia,ETH,1991,35.23099136
Ethiopia,ETH,1992,38.17374039
Ethiopia,ETH,1993,38.3620491
Ethiopia,ETH,1994,40.34553909
Ethiopia,ETH,1995,37.17195892
Ethiopia,ETH,1997,38.25603104
Ethiopia,ETH,1998,37.33911896
Ethiopia,ETH,1999,36.3172493
Ethiopia,ETH,2000,35.27059937
Ethiopia,ETH,2001,34.02550888
Ethiopia,ETH,2002,32.36833954
Ethiopia,ETH,2003,33.11545181
Ethiopia,ETH,2004,31.96456909
Ethiopia,ETH,2005,33.43804932
Ethiopia,ETH,2006,25.68120003
Ethiopia,ETH,2007,27.32542992
Ethiopia,ETH,2008,26.90076065
Ethiopia,ETH,2010,35.38042831
Fiji,FJI,1974,10.0493803
Fiji,FJI,1975,13.0429697
Fiji,FJI,1977,21.96932983
Fiji,FJI,1978,22.90587997
Fiji,FJI,1979,32.7120018
Fiji,FJI,1980,22.92346954
Fiji,FJI,1981,20.90323067
Fiji,FJI,1983,21.31620979
Fiji,FJI,1984,20.94117928
Fiji,FJI,1985,13.65583992
Fiji,FJI,1986,16.61537933
Fiji,FJI,1987,18.55821037
Fiji,FJI,1990,20.01600075
Fiji,FJI,1992,19.45261002
Fiji,FJI,2000,20.85897064
Fiji,FJI,2001,20.81175995
Fiji,FJI,2004,20.84057999
Fiji,FJI,2006,19.20889091
Finland,FIN,1971,21.38035011
Finland,FIN,1973,20.35293961
Finland,FIN,1974,21.00252914
Finland,FIN,1975,21.00373077
Finland,FIN,1995,10.99440956
Finland,FIN,1996,12.15727997
Finland,FIN,1997,11.69532013
Finland,FIN,1998,11.51490021
Finland,FIN,1999,11.94556046
Finland,FIN,2000,11.96315956
Finland,FIN,2001,12.70697021
Finland,FIN,2002,12.46537018
Finland,FIN,2003,12.20221043
Finland,FIN,2004,12.25790024
Finland,FIN,2005,11.96926022
Finland,FIN,2007,11.42551041
Finland,FIN,2008,11.42578983
Finland,FIN,2009,11.24435997
Finland,FIN,2010,11.03098965
Finland,FIN,2011,10.76511955
Finland,FIN,2012,10.61937046
Finland,FIN,2013,11.85033035
France,FRA,1993,24.19218063
France,FRA,1994,23.91824913
France,FRA,1995,23.80928993
France,FRA,1996,23.6097908
France,FRA,1997,22.99855995
France,FRA,1998,20.92425919
France,FRA,1999,18.64171028
France,FRA,2001,18.44598961
France,FRA,2002,18.16731071
France,FRA,2003,17.97911072
France,FRA,2004,18.02433968
France,FRA,2005,18.49414063
France,FRA,2006,18.54232025
France,FRA,2007,18.33579063
France,FRA,2008,18.10194016
France,FRA,2009,18.67635918
France,FRA,2010,20.34604073
France,FRA,2011,20.05661964
France,FRA,2012,20.5773201
France,FRA,2013,20.33179092
Gabon,GAB,1992,25.67568016
Gabon,GAB,2001,30.22912979
Gambia,GMB,1992,32.15195847
Gambia,GMB,1999,36.53105164
Gambia,GMB,2013,33.66104889
Gambia,GMB,2014,33.96839905
Georgia,GEO,1981,7.477910042
Georgia,GEO,1986,5.854839802
Georgia,GEO,1991,7.229750156
Georgia,GEO,1993,6.361390114
Georgia,GEO,1997,7.622439861
Georgia,GEO,1999,12.77696991
Georgia,GEO,2000,10.72447968
Georgia,GEO,2001,10.44954967
Georgia,GEO,2002,10.30731964
Georgia,GEO,2003,10.03162956
Georgia,GEO,2004,9.707249641
Georgia,GEO,2005,9.650259972
Georgia,GEO,2006,9.894599915
Georgia,GEO,2007,10.73453999
Germany,DEU,1993,17.51092911
Germany,DEU,1994,17.56185913
Germany,DEU,1995,19.13734055
Germany,DEU,1996,19.97485924
Germany,DEU,1997,20.0802002
Germany,DEU,1998,19.59316063
Germany,DEU,2003,12.18789005
Germany,DEU,2004,11.78254032
Germany,DEU,2005,11.76259995
Germany,DEU,2006,11.81937981
Germany,DEU,2007,11.66870022
Germany,DEU,2008,11.16047001
Germany,DEU,2009,11.04971981
Germany,DEU,2010,10.26865959
Germany,DEU,2011,10.19620991
Germany,DEU,2012,9.816880226
Germany,DEU,2013,8.322730064
Germany,DEU,2014,8.165169716
Ghana,GHA,1973,32.93774033
Ghana,GHA,1975,61.16576004
Ghana,GHA,1986,16.75297928
Ghana,GHA,1987,20.30414009
Ghana,GHA,1988,20.59066963
Ghana,GHA,1989,19.49300957
Ghana,GHA,1990,21.34411049
Ghana,GHA,1999,27.58040047
Ghana,GHA,2000,25.26633072
Ghana,GHA,2001,24.38278008
Ghana,GHA,2004,27.74287033
Ghana,GHA,2005,32.6968689
Ghana,GHA,2006,32.52846146
Ghana,GHA,2007,32.36024857
Ghana,GHA,2008,35.21611023
Ghana,GHA,2009,35.41913986
Ghana,GHA,2011,35.95241928
Ghana,GHA,2012,36.38433075
Ghana,GHA,2013,35.47983932
Ghana,GHA,2014,32.5368309
Ghana,GHA,2015,33.97071838
Gibraltar,GIB,1972,20
Gibraltar,GIB,1974,14
Gibraltar,GIB,1975,14
Gibraltar,GIB,1976,13
Gibraltar,GIB,1977,17
Gibraltar,GIB,1978,17
Gibraltar,GIB,1979,22
Gibraltar,GIB,1981,14
Gibraltar,GIB,1982,14.39999962
Gibraltar,GIB,1983,15
Gibraltar,GIB,1984,15
Gibraltar,GIB,1985,30
Gibraltar,GIB,1999,21.76470947
Gibraltar,GIB,2000,22.76470947
Gibraltar,GIB,2001,22.42856979
Greece,GRC,1971,31.7025795
Greece,GRC,1972,31.95863914
Greece,GRC,1973,30.18927002
Greece,GRC,1974,28.99599075
Greece,GRC,1975,27.2404995
Greece,GRC,1976,26.19216919
Greece,GRC,1977,26.22558022
Greece,GRC,1978,24.09280968
Greece,GRC,1979,23.56056023
Greece,GRC,1980,22.8747406
Greece,GRC,1981,22.40159988
Greece,GRC,1982,21.97739029
Greece,GRC,1983,22.21713066
Greece,GRC,1984,22.26808929
Greece,GRC,1985,21.70169067
Greece,GRC,1986,21.01601982
Greece,GRC,1987,20.00605011
Greece,GRC,1988,19.54747009
Greece,GRC,1989,18.1584301
Greece,GRC,1990,17.06464005
Greece,GRC,1991,16.25428963
Greece,GRC,1992,16.11722946
Greece,GRC,1993,16.50457954
Greece,GRC,1994,15.8116703
Greece,GRC,1995,15.55980015
Greece,GRC,1996,14.92440987
Greece,GRC,1997,15.10365009
Greece,GRC,1998,15.85297966
Greece,GRC,1999,15.90172958
Greece,GRC,2000,15.81783962
Greece,GRC,2001,14.5030098
Greece,GRC,2002,13.94540977
Greece,GRC,2003,13.21774006
Greece,GRC,2004,12.74668026
Greece,GRC,2005,12.48933029
Greece,GRC,2006,12.35585976
Greece,GRC,2007,11.92061996
Grenada,GRD,1971,17.95726013
Grenada,GRD,1972,34.8266716
Grenada,GRD,1977,26.45745087
Grenada,GRD,1978,28.67000008
Grenada,GRD,1979,26.81307983
Grenada,GRD,1981,21.73913002
Grenada,GRD,1982,22.35897064
Grenada,GRD,1983,21.54961967
Grenada,GRD,1984,18.60000038
Grenada,GRD,1987,22.48629951
Grenada,GRD,1988,23.89332962
Grenada,GRD,1999,15.25481033
Grenada,GRD,2002,14.98565006
Grenada,GRD,2003,14.79386044
Grenada,GRD,2004,14.80702019
Grenada,GRD,2005,10.30303001
Grenada,GRD,2007,13.96341038
Grenada,GRD,2008,14.93332958
Grenada,GRD,2009,10.53890038
Grenada,GRD,2010,14.47966957
Grenada,GRD,2013,13.50741005
Grenada,GRD,2014,12.13043022
Guatemala,GTM,1983,34.71841049
Guatemala,GTM,1984,31.82702065
Guatemala,GTM,1985,30.34399986
Guatemala,GTM,1986,28.49791908
Guatemala,GTM,1987,28.69595909
Guatemala,GTM,1992,29.15348053
Guatemala,GTM,1993,25.04682922
Guatemala,GTM,1994,23.15755081
Guatemala,GTM,1995,31.80783081
Guatemala,GTM,1996,30.99616051
Guatemala,GTM,1997,30.07873917
Guatemala,GTM,1998,26.85796928
Guatemala,GTM,1999,26.09329033
Guatemala,GTM,2000,22.76594925
Guatemala,GTM,2001,22.95848083
Guatemala,GTM,2002,23.15365982
Guatemala,GTM,2004,25.48628998
Guatemala,GTM,2005,25.10816956
Guatemala,GTM,2006,24.9175396
Guatemala,GTM,2007,24.20812035
Guatemala,GTM,2008,23.26889992
Guatemala,GTM,2009,23.9744606
Guatemala,GTM,2010,21.48756981
Guatemala,GTM,2011,20.56438065
Guatemala,GTM,2012,19.20582962
Guinea,GIN,1994,33.97351074
Guinea,GIN,1996,52.77777863
Guinea,GIN,1997,42.08510971
Guinea,GIN,2004,35.82110977
Guinea,GIN,2005,31.15024948
Guinea,GIN,2006,28.9344902
Guinea,GIN,2007,33.32376099
Guinea,GIN,2008,34.04138184
